Date,Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Voltage
25/3/2009,1838.774,7708.4,194.036,2780,3315,10287,350082.81
26/3/2009,1679.884,6974.2,186.758,0,611,13797,348861.82
27/3/2009,1264.162,5555.6,164.736,0,1469,8812,338315.2
28/3/2009,1267.734,5328,162.224,824,2004,9400,347050.3
29/3/2009,2022.284,8548,235.592,2007,3901,13225,346332
30/3/2009,1542.742,6511,238.99,0,2350,7595,346552.67
31/3/2009,1614.22,7003.4,174.588,8060,586,6539,337603.97
1/4/2009,2048.504,8836.6,290.416,4307,8811,6016,345521.73
2/4/2009,1354.096,5762.6,183.162,920,966,9930,343340.5
3/4/2009,1198.626,5171,203.866,474,451,10439,345978.79
4/4/2009,1072.202,4680,197.27,1985,3621,4816,346208.06
5/4/2009,1261.77,5631.8,290.626,2773,569,9402,344008.66
6/4/2009,771.362,3332,183.966,0,495,6224,347296.25
7/4/2009,1099.438,4782.4,218.734,0,689,10466,346363.99
8/4/2009,472.56,2130.2,108.234,0,151,2333,339323.11
9/4/2009,865.534,3770.4,182.714,1168,492,6731,344242.39
10/4/2009,536.688,2422.4,195.46,0,577,3716,348619.78
11/4/2009,1130.41,4850.8,258.166,0,3732,7549,346002.45
12/4/2009,1150.88,5117.4,272.548,4149,2191,5678,345398.15
13/4/2009,250.298,1164,163.87,0,422,1436,347722.52
14/4/2009,943.61,4160.4,276.826,1140,755,6291,347774.2
15/4/2009,980.408,4240.6,161.132,969,522,8959,347207.48
16/4/2009,1764.342,7497.2,130.078,916,2253,9820,342863.44
17/4/2009,1131.22,4815,173.77,1012,751,8485,346018.07
18/4/2009,1161.016,5016.4,207.896,0,594,9694,347649.01
19/4/2009,281.79,1180.8,86.316,0,150,2100,348672.53
20/4/2009,1617.972,6798.8,142.902,1163,261,8238,349591.38
21/4/2009,2834.988,12048,168.422,4925,311,15606,345254.7
22/4/2009,1674.472,6961.6,113.276,1121,348,9821,350208.39
23/4/2009,2067.564,8501,130.93,526,395,16243,350408.85
24/4/2009,1437.568,6286.8,109.676,0,348,5766,346580.43
25/4/2009,523.492,2158.8,115.53,0,360,2013,348657.79
26/4/2009,1112.344,4664.4,160.216,475,468,5788,347803.82
27/4/2009,945.904,3960.6,173.266,0,2488,4989,352642.98
28/4/2009,1569.716,6626,117.05,1088,288,8926,347207.75
29/4/2009,1515.954,6273.2,119.996,909,304,10002,349057.29
30/4/2009,1599.626,6640.2,141.542,2262,407,10069,349406.59
1/5/2009,1488.104,6259.8,120.826,1080,385,9989,303487.57
2/5/2009,3934.11,16341,165.102,1086,2533,14979,347940.63
3/5/2009,2580.28,10693.6,140.314,1109,2773,9480,349045.05
4/5/2009,1223.732,5041,124.222,1121,279,7796,351869.27
5/5/2009,2183.618,9081.2,160.884,1186,4294,16047,349150.63
6/5/2009,568.484,2388.8,108.28,0,331,2830,347433.97
7/5/2009,507.12,2101,84.59,0,295,2013,344927.99
8/5/2009,1156.852,4842.8,112.6,0,268,6841,346654.61
9/5/2009,2120.156,8840.6,139.31,1146,2454,14821,346212.91
10/5/2009,1416.082,6023.6,160.966,1088,344,9096,347525.01
11/5/2009,1633.472,6858.8,133.598,2547,3831,7547,349646.11
12/5/2009,1211.004,5042.4,119.75,0,312,8596,349827.49
13/5/2009,1651.284,6910.2,205.882,1078,682,12547,347765.8
14/5/2009,1275.466,5650.2,163.606,1324,1845,7163,338093.71
15/5/2009,903.166,3793,168.696,0,634,3586,346741.29
16/5/2009,1781.626,7548.6,229.618,3053,3017,10561,348285.49
17/5/2009,1082.716,4563.6,166.42,1038,460,7635,347373.19
18/5/2009,1512.248,6570.4,174.24,2373,2754,8628,338500.64
19/5/2009,1289.71,5658.8,220.698,985,666,9284,346123.71
20/5/2009,1338.898,5817.6,126.784,1191,866,10100,333783.77
21/5/2009,1387.884,6026.4,241.61,914,4500,8530,344942.2
22/5/2009,944.908,4143,182.42,971,1334,5231,345736.09
23/5/2009,1056.02,4624,217.414,921,572,8971,344666.02
24/5/2009,1277.322,5531,238.866,1826,538,9952,346378.71
25/5/2009,981.62,4323.8,294.49,921,1221,7939,347752.6
26/5/2009,924.5,4087,115.092,975,3633,4346,338318.96
27/5/2009,815.684,3592,213.318,0,948,6243,345641.32
28/5/2009,543.016,2473,239.798,0,1019,3799,349426.66
29/5/2009,884.15,3828,177.86,0,2246,4147,346950.19
30/5/2009,1314.906,5778.2,299.388,1541,3645,5658,345529.32
31/5/2009,257.564,1205.6,166.566,0,420,1533,347212.15
1/6/2009,1136.546,4943.2,269.214,2131,1516,7860,348159.54
2/6/2009,757.252,3312.8,178.094,0,538,5078,348211.89
3/6/2009,1829.532,7763,169.228,1058,9417,5695,344764.49
4/6/2009,1431.45,6105,211.572,1221,370,10890,346166.82
5/6/2009,1556.254,6602.8,288.042,1943,571,14581,347297.05
6/6/2009,210.24,864,69.12,0,0,1440,349056
7/6/2009,2044.072,8567.8,148.242,1170,3896,12374,347927.86
8/6/2009,2381.766,10058.2,140.758,3725,3818,7367,347477.29
9/6/2009,1425.03,6001.8,135.636,896,278,6608,351270.15
10/6/2009,2760.902,11505.8,148.762,2044,6403,18154,348459.99
11/6/2009,1785.688,7645.2,109.186,1374,4856,8949,345889.74
12/6/2009,523.892,2173.2,128.978,0,402,1967,348808.4
13/6/2009,1116.756,4708.8,173.798,579,449,8367,347389.58
14/6/2009,1260.278,5217,153.832,0,2058,8269,354396.54
15/6/2009,2801.012,11745,139.994,1063,11020,15111,347502.38
16/6/2009,2362.218,9851.2,126.218,2491,330,12440,347673.62
17/6/2009,1380.026,5704,133.052,0,396,11599,348276.7
18/6/2009,1528.76,6505.2,178.902,0,314,6976,351025
19/6/2009,2532.198,10650,190.582,4122,1490,7960,348640.72
20/6/2009,2972.164,12141.8,118.132,0,244,12209,350369.13
21/6/2009,2195.452,9165.2,207.164,4218,318,12450,349439.1
22/6/2009,518.112,2195.4,113.204,0,314,1924,349839.75
23/6/2009,566.72,2353.2,86.168,0,326,2969,344957.79
24/6/2009,2028.918,8501,202.116,1154,246,14831,346990.59
25/6/2009,1765.056,7417.2,152.39,3743,441,14358,347824.02
26/6/2009,1105.14,4747,151.726,0,3019,3697,346466.85
27/6/2009,1370.822,5703.6,116.44,0,356,9022,348617.58
28/6/2009,1713.926,7221.8,181.074,1103,526,9947,349385.25
29/6/2009,1847.97,7766.6,195.092,1067,3080,12483,346194.1
30/6/2009,1094.332,4770,161.928,1772,545,4756,338711.28
1/7/2009,1008.24,4267.8,198.118,693,588,5488,346906.49
2/7/2009,1351.628,5766,160.408,995,376,7021,347041.77
3/7/2009,1250.94,5206.8,162.28,0,545,8539,348589.39
4/7/2009,2153.808,9369.4,219.894,4366,5534,10444,338268.15
5/7/2009,1708.7,7354.6,207.466,0,5352,11478,344722.85
6/7/2009,1544.292,6729.8,124.902,1052,2355,11076,332845.88
7/7/2009,1323.342,5632.2,195.836,932,443,10669,345486.17
8/7/2009,1480.826,6378,206.998,2603,6451,7270,345252.11
9/7/2009,1755.152,7540.8,262.008,4159,2372,10163,344066.38
10/7/2009,1709.052,7240.6,271.624,2663,2432,13468,348212.37
11/7/2009,1139.964,5018.8,304.71,2665,764,7690,345524.37
12/7/2009,1202.514,5217.6,120.456,1837,49,7157,339197.3
13/7/2009,1147.396,5058,233.138,1063,858,8385,343398.47
14/7/2009,688.566,3142.2,321.95,0,2062,5202,349240.45
15/7/2009,952.36,4070.8,174.73,907,523,4042,345067.34
16/7/2009,1211.73,5315.4,299.084,2305,1229,6344,345489.96
17/7/2009,258.114,1199.8,165.872,0,399,1539,346430.11
18/7/2009,749.466,3337.4,251.206,0,664,4283,347958.9
19/7/2009,2030.65,8631.4,304.318,930,7583,12707,346837.62
20/7/2009,1392.6,5872,150.71,1066,643,7324,344976.56
21/7/2009,2127.446,9012.4,257.04,4347,2584,12688,345810.93
22/7/2009,1410.472,6048.8,230.484,1817,4571,8554,347359.4
23/7/2009,210.24,864,69.12,0,0,1440,349056
24/7/2009,3092.35,13152.4,153.606,3466,3997,12062,346035.05
25/7/2009,2308.196,9748.2,107.836,1142,280,12792,346272.16
26/7/2009,2721.734,11276.6,116.02,2301,6949,14285,349966.4
27/7/2009,2110.234,8731.2,158.52,2032,504,14987,350278.61
28/7/2009,512.158,2138.8,92.298,0,283,1765,346847.12
29/7/2009,1327.29,5548.6,145.076,2263,362,5090,347510.58
30/7/2009,1268.708,5312.8,164.972,1044,463,9318,347627.74
31/7/2009,1463.326,6048.2,187.24,1103,2627,9087,354605.61
1/8/2009,1644.94,6876.8,115.442,1182,769,7810,349768.52
2/8/2009,1885.964,7789.8,128.426,1113,295,11361,350015.78
3/8/2009,1858.95,7784.8,225.218,3199,386,14350,347898.89
4/8/2009,2072.638,8764.2,208.876,2207,4419,9176,350306.4
5/8/2009,3113.052,13004,206.8,1980,8554,15823,348889.65
6/8/2009,1570.642,6364.8,112.248,1953,217,5291,352166.95
7/8/2009,2094.098,8688,181.668,2175,2063,14934,351039.76
8/8/2009,520.774,2201,113.372,0,340,1973,348709.81
9/8/2009,509.184,2112.4,83.248,0,281,2028,345318.15
10/8/2009,1630.75,6961.4,212.588,1145,5358,8006,349052.08
11/8/2009,711.666,2968.2,134.068,0,487,2952,349297.15
12/8/2009,2333.898,9870.6,196.518,1122,8527,13888,346240.24
13/8/2009,1885.424,7889.8,137.64,2325,3605,11581,348945.61
14/8/2009,2260.976,9508.8,276.7,4527,327,12225,348675.29
15/8/2009,1798.214,7666.4,260.428,1083,7895,7118,347577.92
16/8/2009,720.886,3219.2,298.012,0,18,0,340138.27
17/8/2009,659.052,2809,167.118,0,621,2786,347008.98
18/8/2009,1706.386,7285,160.366,2068,371,11469,348465.78
19/8/2009,867.858,3673.6,182.684,0,578,6035,349228.55
20/8/2009,1637.468,7087.6,151.1,4554,473,9586,338265.47
21/8/2009,1114.372,4824.8,235.644,3138,512,6709,347504.68
22/8/2009,1179.736,5058.6,128.786,1502,421,9049,336531.4
23/8/2009,1398.164,5902.6,162.47,1020,413,11616,345656.99
24/8/2009,1295.438,5601,217.446,0,4368,9541,344770.08
25/8/2009,1208.8,5307.8,210.954,0,2000,7932,344365.03
26/8/2009,1059.394,4621,277.824,0,1421,6742,348247.34
27/8/2009,1471.34,6296.4,280.888,0,809,12516,346217.78
28/8/2009,1621.862,7116,178.73,907,10265,6559,339130.42
29/8/2009,825.804,3707,198.514,0,509,5963,345590.92
30/8/2009,902.85,3986,252.766,0,4899,4353,348798.83
31/8/2009,862.654,3720.2,182.866,801,544,7232,346041.01
1/9/2009,997.004,4314.4,181.114,1038,2468,5483,344951.82
2/9/2009,268.246,1260,174.098,0,432,1631,346381.42
3/9/2009,1118.842,4856,246.89,1778,1125,7485,346859.19
4/9/2009,1442.856,6165.8,237.504,2086,549,12983,349294.84
5/9/2009,1680.498,7191.6,222.718,996,3722,9952,344825.9
6/9/2009,1731.104,7314.6,163.968,1920,385,11242,346000.92
7/9/2009,1299.456,5465.4,193.198,0,603,10797,348085.93
8/9/2009,638.764,2658.4,81.184,944,181,2055,348437.7
9/9/2009,1982.664,8336,165.696,1123,294,15254,346938.62
10/9/2009,2676.024,11292.8,117.176,1487,6199,11077,346497.27
11/9/2009,1573.698,6527,104.306,0,294,8996,350442.5
12/9/2009,2092.99,8609.2,147.674,1488,851,18061,350831.24
13/9/2009,545.428,2267.2,86.998,0,269,2749,347318.36
14/9/2009,1612.576,6630.2,133.282,1037,345,4015,348177.02
15/9/2009,1981.44,8428.8,251.842,765,4125,5677,346099.48
16/9/2009,1204.422,5057.2,195.72,1075,726,3911,353870.07
17/9/2009,1719.452,7222.6,118.71,2031,283,8818,349534.57
18/9/2009,2434.668,10157.2,166.51,5268,2392,12386,347386.69
19/9/2009,1650.962,6878.4,191.056,1073,3061,7828,350364.56
20/9/2009,3174.392,13350.8,196.394,1252,5162,11329,346854.68
21/9/2009,3298.956,13766.4,199.892,4836,2434,14906,346392.96
22/9/2009,555.278,2273.6,91.638,0,218,2480,352734.85
23/9/2009,2047.968,8514.2,242.05,1260,346,10205,350183.54
24/9/2009,1333.348,5576.6,88.948,0,3773,8062,342775.43
25/9/2009,1590.406,6734.6,198.696,1162,460,10724,346372.83
26/9/2009,2471.15,10381.4,175.068,5153,375,17240,347405.11
27/9/2009,2216.65,9242.4,137.094,1611,4024,9502,349269.94
28/9/2009,1622.738,6806,207.082,0,636,15420,347791.08
29/9/2009,708.48,3168,299.52,0,0,0,340185.6
30/9/2009,1972.616,8309.8,215.356,1402,5411,10481,346617.94
1/10/2009,1664.68,6996.2,141.616,1043,2492,9372,348748.62
2/10/2009,1103.724,4602.4,173.714,12,679,8102,348882.01
3/10/2009,1061.34,4618.4,113.244,0,1907,4332,339399.86
4/10/2009,1135.076,5005,186.832,1004,507,8703,342252.23
5/10/2009,1242.846,5232.2,147.15,1005,434,10112,347844.53
6/10/2009,2049.808,8698.4,205.612,4057,400,16635,345890.46
7/10/2009,1304.442,5674.4,206.194,4363,667,6797,345858.46
8/10/2009,749.352,3356.8,183.664,955,535,3896,345831.33
9/10/2009,1010.134,4358,236.026,1794,598,6462,348327.11
10/10/2009,1368.008,5991.6,322.932,1746,1980,8263,346091.28
11/10/2009,321.116,1488.2,118.576,0,0,1288,339425.33
12/10/2009,1166.558,5242.8,208.384,1571,530,5802,345958.39
13/10/2009,902,3904.4,185.468,869,749,7549,347760.68
14/10/2009,549.104,2433.2,177.266,0,537,4158,346153.73
15/10/2009,747.992,3282.6,175.426,957,562,4932,346672.79
16/10/2009,267.588,1260,171.186,0,430,1599,346083.05
17/10/2009,1388.414,6024.2,315.52,905,1483,11707,347004.47
18/10/2009,1668.48,7110.4,191.694,3005,534,13095,347051.44
19/10/2009,2296.522,9782.2,182.122,4085,7457,8190,344361.76
20/10/2009,1501.738,6349.6,199.432,1014,363,10677,345980.19
21/10/2009,1146.398,4887.2,199.878,1031,603,7322,346892.18
22/10/2009,1684.426,7026,139.41,1579,648,13047,347361.71
23/10/2009,1014.054,4340.2,196.728,0,344,4765,350722.21
24/10/2009,1510.108,6338.4,121.182,1130,846,6671,350031.54
25/10/2009,1913.496,7964.4,174.912,6440,328,10439,350901.3
26/10/2009,2083.454,8703.6,191.61,3842,4920,10074,350992.12
27/10/2009,1280.454,5472,157.738,979,5024,3692,344535.94
28/10/2009,1612.58,6833.8,158.598,4801,349,9432,345372.49
29/10/2009,1716.74,7272.6,255.396,3644,920,14480,346516.35
30/10/2009,1830.684,7773.8,202.814,5000,2564,7738,348383.29
31/10/2009,492.55,2065.4,88.124,0,282,1936,345874.33
1/11/2009,847.6,3837.6,115.248,963,347,1892,348141.77
2/11/2009,2266.688,9549.8,241.762,2009,3951,9025,347244.38
3/11/2009,1293.298,5413.8,176.264,1021,1108,6529,351761.09
4/11/2009,1762.06,7438.4,131.914,1141,299,10428,347154.61
5/11/2009,1755.164,7300.2,124.722,1137,302,9664,350472.57
6/11/2009,1479.688,6182.4,145.222,1039,402,9906,350329.1
7/11/2009,4029.722,17015,245.824,4746,4573,17834,344030.68
8/11/2009,2084.568,8835.4,153.708,2319,4435,8452,346090.64
9/11/2009,1868.39,7695.2,123.01,703,878,14984,351795.92
10/11/2009,2903.014,12052.8,183.692,2234,8423,21130,349038.83
11/11/2009,819.122,3457.6,134.992,0,347,4597,347454.84
12/11/2009,1040.55,4287.6,114.334,0,2207,1755,346106.86
13/11/2009,1848.952,7699.8,127.904,1159,268,13024,349772.19
14/11/2009,935.834,3935.6,120.934,0,425,7221,347344.47
15/11/2009,1642.82,6978.6,168.76,3630,1042,7637,346327.14
16/11/2009,1128.756,4724.4,121.236,0,422,6901,346599.71
17/11/2009,1363.26,5735.4,132.598,0,326,8556,348209.12
18/11/2009,1805.278,7446.2,206.65,1778,648,17694,350279.9
19/11/2009,1090.238,4763,150.942,1906,1725,7836,338594.24
20/11/2009,1289.6,5473.4,202.004,996,541,6535,346800.51
21/11/2009,1608.878,6857.2,179.698,3207,2593,7226,348575.52
22/11/2009,1411.302,5988.8,153.192,980,534,11825,341549.63
23/11/2009,2108.026,9148.2,182.458,4985,7529,8334,338057.82
24/11/2009,1597.816,6975.6,173.938,2897,2608,9265,337179.18
25/11/2009,1356.578,5870.4,200.926,940,1370,11577,346184.53
26/11/2009,1394.186,5982,164.036,2916,451,12304,345952.09
27/11/2009,1059.912,4652.2,180.338,467,3214,4695,345869.19
28/11/2009,1098.36,4814.2,213.748,958,2569,7410,345075.11
29/11/2009,864.148,3794.6,245.996,856,642,7371,348369.62
30/11/2009,1120.074,4926.6,314.906,0,968,6151,347524.24
1/12/2009,1063.364,4618.4,125.388,958,0,9139,337659.27
2/12/2009,504.782,2270.4,166.052,0,499,3926,341358.39
3/12/2009,500.298,2254.4,197.3,0,605,3811,348364.9
4/12/2009,615.212,2668.4,177.116,0,527,4096,347762.45
5/12/2009,1038.922,4508.2,188.422,621,2515,5323,345053.3
6/12/2009,1388.486,5930.8,179.288,1326,1902,10213,345642.42
7/12/2009,1251.188,5417.4,213.438,3319,3099,5011,347515.3
8/12/2009,1346.414,5721.8,168.596,940,523,9747,346368.49
9/12/2009,1707.798,7240.6,180.934,1123,1424,8149,348250.86
10/12/2009,1640.646,6950,116.47,0,261,7261,347925.1
11/12/2009,2059.038,8521.8,120.094,1622,280,12147,351777.36
12/12/2009,2842.728,11962.4,235.996,3240,7544,17891,348594.33
13/12/2009,811.008,3386,89.84,0,1935,4256,346501.33
14/12/2009,1098.6,4713.6,123.028,0,345,2619,348599.94
15/12/2009,1493.358,6267,168.534,1779,2005,8828,347731.68
16/12/2009,2152.7,8969.8,195.32,2353,614,15303,350305.01
17/12/2009,2331.728,9730.4,147.28,0,7941,13601,350622.36
18/12/2009,2401.388,10016,170.904,1161,3481,11474,349019.37
19/12/2009,1745.19,7232.2,153.382,1080,361,12039,351020.6
20/12/2009,2801.738,11976.6,312.756,3148,7929,12516,346372.31
21/12/2009,2558.916,10750.6,178.436,3595,3597,13485,348622.81
22/12/2009,1195.238,4898.6,113.206,0,245,7145,352278.96
23/12/2009,2451.11,10322.6,266.794,5284,4539,12484,347115.21
24/12/2009,1402.394,6033,181.128,1094,468,8217,347096.49
25/12/2009,2146.392,9039.6,175.97,5045,1315,9769,347275.81
26/12/2009,1477.452,6198.8,131.324,1085,295,9901,349529.07
27/12/2009,1906.454,8116.6,280.718,1760,571,13765,347161.85
28/12/2009,845.91,3766.6,251.43,1214,500,1131,339396.5
29/12/2009,1101.726,4634.8,171.556,1057,590,6653,347664.45
30/12/2009,1834.762,7666.4,138.056,1027,363,15305,348342.24
31/12/2009,1118.628,4785,208.394,2695,659,6969,348217.45
1/1/2010,1609.866,6953,147.058,2250,5948,7804,338157.21
2/1/2010,1397.244,6052.2,182.218,0,3019,11298,346397.32
3/1/2010,1659.106,7060.4,233.688,2787,1707,11557,347275.31
4/1/2010,1665.7,7059,176.892,2405,2976,9708,346272.5
5/1/2010,1335.314,5719,188.354,3049,792,8376,345616.72
6/1/2010,804.196,3570,189.526,0,521,6819,346141.61
7/1/2010,1192.446,5244.8,283.15,582,1034,8989,348398.79
8/1/2010,1384.136,5895,238.588,398,806,5214,346479.78
9/1/2010,466.816,2112.8,129.492,0,0,2528,339163.53
10/1/2010,1299.908,5853.8,227.536,2548,773,6278,344283.25
11/1/2010,792.326,3471.4,198.206,0,2304,4040,349112.18
12/1/2010,551.26,2441,172.854,0,534,4087,345670.68
13/1/2010,1202.458,5190.2,191.048,3822,2580,4221,346425.37
14/1/2010,270.424,1276.2,177.552,0,435,1619,346340.15
15/1/2010,1668.342,7171.6,294.084,2653,1363,10648,347157.01
16/1/2010,1494.802,6310.8,180.656,940,1470,11790,347579.13
17/1/2010,1516.29,6411.6,163.588,1405,582,10225,345693.29
18/1/2010,1375.006,5795.6,155.092,998,360,7415,346440.63
19/1/2010,1776.092,7538.4,212.608,970,8080,9246,346689.25
20/1/2010,1248.278,5190,153.236,0,771,7988,348923.22
21/1/2010,2363.752,9970,185.988,0,5950,15052,345486.43
22/1/2010,1953.922,8342.4,137.576,1165,267,9437,348315.48
23/1/2010,3312.852,13871.8,238.712,8278,6575,15309,349158.79
24/1/2010,1799.196,7491.2,171.516,1715,1380,12569,350499.8
25/1/2010,1283.21,5389,107.2,0,4700,8915,346088.13
26/1/2010,1285.832,5423.6,104.348,0,312,10483,347514.87
27/1/2010,1875.942,7851.8,171.058,1773,2514,14637,346347.45
28/1/2010,1476.43,6098.6,208.082,1430,678,5589,353513.2
29/1/2010,3494.196,14687.4,150.852,0,347,6502,345451.07
30/1/2010,2216.542,9295.2,145.536,0,3457,14071,347176.5
31/1/2010,1964.188,8190.2,129.272,2975,246,11860,350347.13
1/2/2010,2211.892,9218.4,186.612,0,387,19409,346980.7
2/2/2010,3509.51,14781.2,231.504,2620,7707,17682,344535.51
3/2/2010,1377.57,5768.6,130.86,1091,411,9387,349526.94
4/2/2010,1823.482,7645,137.988,2202,2711,12958,348721.78
5/2/2010,1923.802,8154.6,201.578,1067,6313,12041,345879.61
6/2/2010,938.55,4020.2,129.586,935,477,3552,338539
7/2/2010,1641.47,7089.2,249.924,1764,2328,11858,346542.05
8/2/2010,956.89,4156.8,200.616,1466,458,5720,347696.85
9/2/2010,1340.462,5721.2,145.874,1710,2171,10461,346593.9
10/2/2010,812.332,3603.6,145.786,3277,0,3575,338277.33
11/2/2010,1392.638,6093.8,243.476,1533,2808,7588,345737.77
12/2/2010,975.83,4323.2,228.246,865,3423,6302,348294.33
13/2/2010,554.616,2471,181.73,0,548,4272,345140.43
14/2/2010,1279.822,5455.4,187.256,1200,666,8738,345579.41
15/2/2010,1502.532,6412,210.418,2056,3733,12136,345626
16/2/2010,1265.522,5504.2,219.318,960,678,9974,343789.78
17/2/2010,1365.106,5909,168.46,2099,1723,7958,347317.04
18/2/2010,3259.412,13648.6,202.302,1051,7597,10896,345240.43
19/2/2010,2291.852,9669.8,136.706,1241,5326,11752,347433.67
20/2/2010,1939.994,8111.8,167.338,1457,5251,3245,352544.3
21/2/2010,1604.132,6623.2,156.404,0,292,10812,353806.73
22/2/2010,1518.458,6414.6,138.448,2400,444,9710,344455.31
23/2/2010,2100.496,8848.6,216.2,3462,629,12573,345851.14
24/2/2010,1621.106,6933.8,225.21,3189,3499,8980,346606.36
25/2/2010,1775.96,7485,187.584,1709,722,8252,346494.9
26/2/2010,1485.686,6313,138.802,0,4387,7068,345895.95
27/2/2010,1562.316,6699.4,121.476,0,6214,4106,346755.52
28/2/2010,1801.8,7532.4,172.428,1075,4008,12246,348592.51
1/3/2010,2555.146,10794.4,252.438,6029,11193,10286,350139.21
2/3/2010,2067.636,8705,145.016,1012,5828,8561,347811.81
3/3/2010,1738.638,7234.2,113.99,1085,281,11314,350586.92
4/3/2010,1711.294,7178.6,183.222,1158,352,9134,350475.41
5/3/2010,3595.94,15214.2,186.494,3391,4597,14472,345072
6/3/2010,1628.138,6879.2,104.034,1161,252,9531,345967.5
7/3/2010,2460.924,10139.6,151.604,871,6961,15960,352348.84
8/3/2010,2316.27,9567.2,141.848,1074,532,23743,348625.14
9/3/2010,2090.7,8867.8,175.682,1476,8711,9408,345642.91
10/3/2010,1668.99,7009.4,108.958,1249,2443,9415,347078.04
11/3/2010,1842.13,7772,129.434,2214,2570,8393,349033.66
12/3/2010,682.88,2890.4,125.954,0,436,2928,349908.9
13/3/2010,2051.868,8620.2,172.318,3434,420,14748,346077.77
14/3/2010,1631.918,6806,125.306,2133,775,13246,347516.72
15/3/2010,2191.232,9211,199.728,2699,4172,16251,347688.94
16/3/2010,1690.388,7093,238.976,1097,831,12687,348116.3
17/3/2010,998.128,4432.4,174.74,2259,538,3990,339422.68
18/3/2010,1470.97,6282,209.422,2196,2872,5464,347587.89
19/3/2010,1667.882,6971.6,146.056,1007,411,11374,347666.73
20/3/2010,1516.96,6483.6,154.24,0,1018,12007,339893.32
21/3/2010,911.618,4064,223.192,1585,836,4533,338037.22
22/3/2010,1588.912,6952,152.404,1550,7682,6508,337977.32
23/3/2010,1035.66,4440.2,164.662,1906,455,6905,345614.69
24/3/2010,1420.554,6052.8,185.244,1695,397,12517,346002.68
25/3/2010,1003.41,4457.4,253.334,2329,2218,5632,346549.87
26/3/2010,942.02,4072.8,188.132,0,589,8302,345858.7
27/3/2010,1238.568,5535.6,373.902,2084,2329,6791,347252.35
28/3/2010,1538.088,6569,280.146,860,804,6597,346081.63
29/3/2010,1144.99,4971.4,139.226,552,398,7966,338770.4
30/3/2010,1126.528,4920.2,193.822,596,4677,4411,342523.11
31/3/2010,508.892,2317.6,196.38,0,607,3871,348878.14
1/4/2010,543.356,2408,179.432,0,532,4116,347613.05
2/4/2010,1584.944,6848.6,179.626,2928,3501,9821,345109.92
3/4/2010,1225.22,5262.8,151.872,2225,404,9408,343675.43
4/4/2010,1024.388,4401,181.064,0,636,8095,348498.54
5/4/2010,1743.84,7449.8,218.024,2605,734,13241,347186.8
6/4/2010,2713.364,11354.6,173.154,1483,379,7602,346313.9
7/4/2010,2183.248,9283.4,129.464,2113,286,14591,343905.04
8/4/2010,1604,6676.2,128.938,1247,322,8650,352556.32
9/4/2010,2219.78,9139.8,148.936,1785,293,16468,352110.29
10/4/2010,1394.092,5889.2,150.636,0,351,9425,343911.04
11/4/2010,1549.95,6529.2,146.296,990,3257,6071,345798.06
12/4/2010,1275.522,5326,161.54,984,542,7983,347357.55
13/4/2010,1854.624,7807.8,212.642,0,3012,12037,345483.36
14/4/2010,1500.592,6330.6,131.35,1265,397,6583,345109.12
15/4/2010,3134.93,13304.4,257.82,7597,10409,8362,344852.31
16/4/2010,1560.466,6535.6,159.064,1105,532,9868,347998
17/4/2010,1736.088,7276.8,180.498,0,790,12610,351036.05
18/4/2010,2153.12,9141.4,178.398,3422,295,10919,347368.15
19/4/2010,2058.618,8593.4,120.026,831,310,9852,349885.31
20/4/2010,2351.762,9968.4,274.112,3822,351,13324,347470.21
21/4/2010,1645.28,6941.4,147.228,896,2564,7849,346766.85
22/4/2010,2472.456,10383.2,152.786,1098,7803,13717,347006.76
23/4/2010,1649.088,6858,122.188,1104,264,12987,351151.29
24/4/2010,2098.892,8748.6,142.978,902,474,18008,348395.42
25/4/2010,2660.332,11290,205.956,5727,12109,10026,345644.51
26/4/2010,2037.208,8598,140.898,1145,9797,5529,347133.95
27/4/2010,1441.812,6124.8,112.462,0,271,9094,348018.63
28/4/2010,1133.726,4703.4,135.416,1108,351,5918,350620.29
29/4/2010,1844.078,7907.8,244.538,1086,4277,10523,347289.27
30/4/2010,1970.762,8330.2,203.684,2929,874,13644,346403.56
1/5/2010,1375.716,5921.4,183.012,3832,357,6503,348931.74
2/5/2010,1118.82,4707,165.42,1755,1436,5503,350863.41
3/5/2010,1563.052,6820,174.102,2913,2493,11303,338450.43
4/5/2010,1366.932,5756.8,185.75,1008,378,10197,346661.07
5/5/2010,1731.474,7282.4,141.914,1049,5539,10166,346778.63
6/5/2010,1805.308,7725.8,129.2,2969,2194,12183,339992.07
7/5/2010,1458.892,6429.8,255.692,4484,1027,6448,337957.58
8/5/2010,1120.078,4892.6,153.106,1747,506,8781,338635.91
9/5/2010,1230.36,5256,156.95,0,456,12515,345403.02
10/5/2010,2009.644,8777,293.99,10932,1253,12223,347184.55
11/5/2010,1057.29,4655.8,246.716,2922,770,3973,346240
12/5/2010,1469.088,6316.6,224.78,1875,6754,8365,344973.27
13/5/2010,1410.736,6206.8,383.148,3215,1438,8014,347680.19
14/5/2010,1113.99,4797.2,233.846,841,837,6913,347302.89
15/5/2010,787.098,3509,151.254,169,0,6647,338565.99
16/5/2010,827.118,3608.6,180.248,635,509,7118,343780.5
17/5/2010,518.652,2368,207.894,0,620,4042,348922.91
